ip_address lat lon timestamp poi_type_query
34.101.177.245 46.53294222140508 6.591174086010503 14.912447506427014 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 14.912447506427014 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 18.024657145379827 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 18.024657145379827 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 36.334538864268396 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 36.334538864268396 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 40.5977633878372 dojo
34.101.177.245 46.55034241161493 6.6028524983313 40.5977633878372 restaurant
34.101.177.245 46.54988036021286 6.609448555546026 41.97664020685398 dojo
34.101.177.245 46.54988036021286 6.609448555546026 41.97664020685398 restaurant
34.101.177.245 46.53294222140508 6.591174086010503 59.359388449373135 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 59.359388449373135 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 66.23929470398043 dojo
34.101.177.245 46.55034241161493 6.6028524983313 66.23929470398043 restaurant
34.101.177.245 46.54932574391166 6.609644632126942 66.46910130363834 club
34.101.177.245 46.54932574391166 6.609644632126942 66.46910130363834 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 83.78984190081674 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 83.78984190081674 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 86.79629122046308 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 86.79629122046308 dojo
34.101.177.245 46.54988036021286 6.609448555546026 92.65479223216883 dojo
34.101.177.245 46.54988036021286 6.609448555546026 92.65479223216883 club
34.101.177.245 46.53294222140508 6.591174086010503 109.21273299041044 cafeteria
34.101.177.245 46.53294222140508 6.591174086010503 109.21273299041044 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 114.29981008121825 restaurant
34.101.177.245 46.55034241161493 6.6028524983313 114.29981008121825 club
34.101.177.245 46.55034241161493 6.6028524983313 129.43546959845645 cafeteria
34.101.177.245 46.52580438335738 6.579521803737147 129.43546959845645 club
34.101.177.245 46.522058466657924 6.575244941355057 129.43546959845645 restaurant
34.101.177.245 46.534387638970315 6.620945617202634 129.43546959845645 dojo
34.101.177.245 46.55034241161493 6.6028524983313 153.37088816954616 dojo
34.101.177.245 46.54932574391166 6.609644632126942 153.37088816954616 cafeteria
34.101.177.245 46.552574267941566 6.558613655249042 153.37088816954616 club
